Track_id,Artist,Title,Album,Genre,Style,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Time,Key,Camelot,Spotify_key,Spotify_mode,spotify_id,Cluster
8803566_C5,Johnny Cash,Jackson,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,58,0.741,0.615,-8.072,0.0358,0.519,0.000344,0.408,0.799,128.496,4.0,2:45,C Major,8B,0.0,1.0,5fcxVCOtfesNzI2n4Y4kiJ,3.0
8803566_C6,Johnny Cash,Folsom Prison Blues (Live),The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,27,0.6,0.679,-9.611,0.0541,0.0187,0.00401,0.903,0.897,110.829,4.0,2:44,F Major,7B,5.0,1.0,169Y1jr3KYlDcpzDVLB3Za,2.0
8803566_D1,Johnny Cash,Daddy Sang Bass,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,49,0.681,0.638,-7.818,0.0367,0.699,0.000629,0.0581,0.677,96.882,4.0,2:20,E Major,12B,4.0,1.0,15TITugVC8RrpLctHXOqT8,3.0
8803566_D2,Johnny Cash,Girl From The North Country,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,26,0.588,0.32,-11.422,0.0336,0.888,0.00168,0.113,0.281,119.308,4.0,3:42,G Major,9B,7.0,1.0,7JmIKVl0ik7A1xhhTgeyQq,7.0
8803566_D3,Johnny Cash,A Boy Named Sue (Live),The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,26,0.657,0.621,-7.754,0.136,0.732,0.0,0.975,0.884,101.906,4.0,3:46,A#/B♭ Major,6B,10.0,1.0,6i39GWrHs7BNPJO3GYbSgp,3.0
8803566_D4,Johnny Cash,If I Were A Carpenter,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,40,0.477,0.366,-13.227,0.0434,0.542,0.00586,0.181,0.689,88.179,4.0,3:00,G Major,9B,7.0,1.0,1UN6NjkwkztYxl6XzIp0pJ,5.0
8803566_D5,Johnny Cash,Sunday Morning Coming Down,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,25,0.289,0.54,-6.649,0.0282,0.378,3.7e-05,0.676,0.815,157.341,4.0,4:09,G#/A♭ Major,4B,8.0,1.0,3qhi9Yzg4OXYJlFuWYeuV0,4.0
8803566_D6,Johnny Cash,Man In Black,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,52,0.676,0.58,-14.217,0.0506,0.589,0.000145,0.218,0.89,95.358,4.0,2:52,F Major,7B,5.0,1.0,7wL9EVloIobMw22rT7Ve8x,2.0
8803566_D7,Johnny Cash,One Piece At A Time,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,54,0.721,0.539,-14.064,0.351,0.685,0.0,0.282,0.963,102.648,4.0,4:01,A#/B♭ Major,6B,10.0,1.0,1sueD22EyCamMjdQu9Kuo3,2.0
5598404_A1,Nas,The Genesis,Illmatic XX,Hip Hop,"Conscious, Boom Bap",46,0.613,0.899,-4.669,0.432,0.45,0.0,0.422,0.926,98.158,4.0,1:45,C♯/D♭ Major,3B,1.0,1.0,4N0olzsMpr5cAPFrzNErGv,3.0
5598404_A2,Nas,N.Y. State Of Mind,Illmatic XX,Hip Hop,"Conscious, Boom Bap",67,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,4.0,4:53,F#/G♭ Minor,11A,6.0,0.0,0trHOzAhNpGCsGBEu7dOJo,3.0
5598404_A3,Nas,Life’s A Bitch,Illmatic XX,Hip Hop,"Conscious, Boom Bap",57,0.775,0.734,-5.41,0.215,0.00138,0.0,0.304,0.342,90.001,4.0,3:30,G Major,9B,7.0,1.0,2LhhnqrHPWvXYveZVHLKrd,3.0
5598404_A4,Nas,The World Is Yours,Illmatic XX,Hip Hop,"Conscious, Boom Bap",63,0.678,0.794,-6.186,0.14,0.274,1.68e-06,0.124,0.54,87.374,4.0,4:50,A#/B♭ Minor,3A,10.0,0.0,7G3lxTsMfSx4yarMkfgnTC,3.0
5598404_A5,Nas,Halftime,Illmatic XX,Hip Hop,"Conscious, Boom Bap",54,0.766,0.793,-6.638,0.166,0.0303,8.09e-06,0.173,0.652,91.925,4.0,4:20,E Minor,9A,4.0,0.0,2PRsh2LNPxoxC9OnErnelg,3.0
5598404_B1,Nas,Memory Lane (Sittin’ In Da Park),Illmatic XX,Hip Hop,"Conscious, Boom Bap",54,0.648,0.841,-4.322,0.212,0.31,0.0,0.136,0.624,89.564,4.0,4:08,C Major,8B,0.0,1.0,2W58HMaCbjcUfZnZaeHtcC,3.0
5598404_B2,Nas,One Love,Illmatic XX,Hip Hop,"Conscious, Boom Bap",0,0.724,0.248,-23.545,0.414,0.198,0.0,0.105,0.791,93.001,4.0,,,,0.0,1.0,46vAGrLCYA5bciN782bSrf,0.0
5598404_B3,Nas,One Time 4 Your Mind,Illmatic XX,Hip Hop,"Conscious, Boom Bap",48,0.823,0.547,-6.928,0.298,0.0562,0.0,0.229,0.481,77.791,4.0,,,,4.0,0.0,3p50PUgtBHM6rwUuD3RfFV,3.0
5598404_B4,Nas,Represent,Illmatic XX,Hip Hop,"Conscious, Boom Bap",58,0.708,0.832,-4.964,0.318,0.02,2.8e-06,0.189,0.618,92.428,4.0,,,,1.0,1.0,6DPrhGVJ1WTZvM9fKptnGe,3.0
5598404_B5,Nas,It Ain’t Hard To Tell,Illmatic XX,Hip Hop,"Conscious, Boom Bap",60,0.69,0.729,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,4.0,,,,11.0,0.0,2CPturRUlpvirYr7VpkXCV,6.0
9300622_A1,The Clash,Janie Jones,The Clash,Rock,Punk,1,0.326,0.69,-5.067,0.0664,0.4,2.22e-06,0.105,0.967,193.309,4.0,,,,3.0,1.0,7ChCDz3XebriVeZGTR6kEz,4.0
9300622_A2,The Clash,Remote Control,The Clash,Rock,Punk,8,0.379,0.404,-14.985,0.0276,0.462,0.217,0.125,0.797,157.115,4.0,,,,0.0,1.0,5RMZ1SzEAqm0MwaxhLOS68,7.0
9300622_A4,The Clash,White Riot,The Clash,Rock,Punk,19,0.495,0.943,-7.414,0.0639,0.00121,0.00433,0.292,0.791,101.438,4.0,,,,9.0,1.0,4OLqw7LEy892KUWGVG78Lr,6.0
9300622_A5,The Clash,Hate & War,The Clash,Rock,Punk,32,0.471,0.77,-7.123,0.0935,0.0237,0.0,0.166,0.681,150.92,4.0,,,,0.0,1.0,1OtO2g2E1rnAW4KjNNeNui,4.0
9300622_B1,The Clash,Career Opportunities,The Clash,Rock,Punk,37,0.382,0.855,-8.056,0.0636,0.0155,0.0,0.0399,0.962,187.805,4.0,,,,9.0,1.0,4aKMvmxQgX7J766G4pFlyh,4.0
9300622_B3,The Clash,Protex Blue,The Clash,Rock,Punk,27,0.567,0.923,-7.35,0.0907,0.112,2.53e-05,0.161,0.684,106.735,4.0,,,,0.0,1.0,13kmaAS77f3Ly94fmxPZ7j,6.0
9300622_B4,The Clash,Police & Thieves,The Clash,Rock,Punk,3,0.475,0.937,-12.141,0.0366,0.144,0.172,0.434,0.184,84.462,4.0,,,,1.0,0.0,3WWIRHOZxTelG71KIZY6Yx,6.0
9300622_B5,The Clash,48 Hours,The Clash,Rock,Punk,26,0.558,0.78,-7.935,0.0343,0.00372,0.0,0.298,0.81,92.875,4.0,,,,2.0,1.0,3nkGF86S0wfh4Qk2yeb0Sw,6.0
9300622_B6,The Clash,Garageland,The Clash,Rock,Punk,0,0.255,0.866,-12.109,0.0408,0.00465,0.000549,0.976,0.297,97.931,4.0,,,,11.0,0.0,5tlQNCBS72sqJYmD5PPjJ0,6.0
14869326_A1,Bon Entendeur,Coup De Tête,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",42,0.608,0.664,-8.786,0.0357,0.0877,0.421,0.0474,0.123,107.001,4.0,,,,5.0,1.0,70BytYu52Hnt0w8GfcOR7b,1.0
14869326_A3,Bon Entendeur,Vive Nous,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",36,0.736,0.695,-7.752,0.162,0.415,0.000212,0.142,0.744,96.002,4.0,,,,4.0,0.0,0iCRo6CLPI19H18BEsjT7g,3.0
14869326_B1,Bon Entendeur,Le Temps Est Bon,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",58,0.574,0.677,-5.693,0.0784,0.237,5.87e-05,0.375,0.584,98.081,4.0,,,,3.0,1.0,2U5kSevItDmL0XzSDyemRp,6.0
14869326_B2,Bon Entendeur, La Rua Madureira,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",51,0.74,0.673,-7.64,0.105,0.534,0.00776,0.352,0.604,101.978,4.0,,,,11.0,0.0,2NTZ1nzUqueH7odDcjLq5s,3.0
14869326_B3,Bon Entendeur,Entrevue Expérience,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",40,0.678,0.696,-6.607,0.228,0.0283,0.048,0.0826,0.852,96.007,4.0,,,,10.0,0.0,2o1jhWU77Eu6rCNxuu1hla,3.0
14869326_C1,Bon Entendeur,Tu Fais Partie Du Passé,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",30,0.7,0.729,-6.66,0.0503,0.0638,0.00888,0.251,0.542,124.039,4.0,,,,2.0,0.0,5g8IVPV9HlhiSRcnfr7qSu,3.0
14869326_C2,Bon Entendeur,Mon Voisin,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",31,0.777,0.694,-6.072,0.038,0.0248,0.271,0.0741,0.529,116.017,4.0,,,,9.0,1.0,04mVxFXZyqrOeXdOvv7286,3.0
14869326_C3,Bon Entendeur,Entrevue Séduction,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",35,0.764,0.771,-6.224,0.119,0.0748,0.397,0.135,0.807,112.014,4.0,,,,10.0,0.0,1JBrB2vn84nz2L6BHqphW0,3.0
14869326_D2,Bon Entendeur,"Mes Amis, Mes Copains",Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",33,0.424,0.645,-7.235,0.0642,0.703,0.000696,0.243,0.398,114.787,4.0,,,,9.0,0.0,2wHabLqJdeB18JPOFa23PX,6.0
14869326_D3,Bon Entendeur,Love Is Blue,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",34,0.685,0.772,-5.992,0.0513,0.041,0.868,0.21,0.335,114.043,4.0,,,,0.0,1.0,0FYbUa5RbUKwSH5oPghUsu,1.0
14869326_D4,Bon Entendeur,Maria,Aller - Retour,Electronic,"Ambient, Disco, Synth-pop",36,0.734,0.718,-7.319,0.0298,0.448,0.127,0.575,0.69,130.977,4.0,,,,0.0,1.0,5Go3Cx9BEk8587WphxBMc2,3.0
7407271_A1,The Clash,London Calling,London Calling,Rock,"New Wave, Punk",51,0.654,0.799,-6.92,0.0501,0.0706,0.0,0.0844,0.755,133.731,4.0,,,,0.0,1.0,124Y9LPRCAz3q2OP0iCvcJ,3.0
7407271_A2,The Clash,Brand New Cadillac,London Calling,Rock,"New Wave, Punk",25,0.523,0.875,-6.234,0.0617,0.0088,3.87e-05,0.131,0.878,151.586,4.0,,,,9.0,1.0,7aN5Dd1mTrZei6Tt6ZhzI2,4.0
7407271_A3,The Clash,Jimmy Jazz,London Calling,Rock,"New Wave, Punk",23,0.531,0.423,-10.872,0.0992,0.00172,3.55e-06,0.309,0.55,128.754,4.0,,,,9.0,1.0,1m7FqT4YSx8UxMUlv46ByF,7.0
7407271_A4,The Clash,Hateful,London Calling,Rock,"New Wave, Punk",23,0.606,0.879,-6.617,0.0431,0.0312,0.0,0.394,0.786,114.105,4.0,,,,7.0,1.0,09MPuFHtmIcs8OCezfM9JO,3.0
7407271_B1,The Clash,Spanish Bombs,London Calling,Rock,"New Wave, Punk",29,0.616,0.776,-7.929,0.0366,0.0214,0.0,0.178,0.731,149.017,4.0,,,,9.0,1.0,6aLCZUnreez0cBOjKNeLDH,4.0
7407271_B2,The Clash,The Right Profile,London Calling,Rock,"New Wave, Punk",18,0.546,0.825,-6.678,0.0817,0.0515,0.0,0.222,0.83,140.707,4.0,,,,11.0,1.0,10MjGkQc2X5FrOcsXjGgnB,4.0
7407271_B3,The Clash,Lost In The Supermarket,London Calling,Rock,"New Wave, Punk",29,0.61,0.594,-10.927,0.0725,0.0219,0.00127,0.0592,0.798,147.512,4.0,,,,4.0,1.0,1GeId1N0DtmTpIfwr9aNQR,7.0
7407271_B4,The Clash,Clampdown,London Calling,Rock,"New Wave, Punk",26,0.678,0.683,-7.995,0.111,0.0397,8.13e-05,0.287,0.833,145.345,4.0,,,,11.0,0.0,2OuXl8wNAmR7JK4Sv94xQd,4.0
7407271_B5,The Clash,The Guns Of Brixton,London Calling,Rock,"New Wave, Punk",36,0.745,0.604,-9.311,0.0949,0.00254,0.0492,0.116,0.648,96.514,4.0,,,,7.0,1.0,1d0RJmZXAncCnTYHFlhaj4,2.0
7407271_C2,The Clash,Death Or Glory,London Calling,Rock,"New Wave, Punk",25,0.676,0.845,-7.058,0.0456,0.0299,0.0,0.161,0.784,137.556,4.0,,,,0.0,1.0,42L6ngjyn9f7kAtZwUmHQ9,3.0
7407271_C3,The Clash,Koka Kola,London Calling,Rock,"New Wave, Punk",18,0.495,0.762,-7.558,0.106,0.0823,0.0,0.38,0.943,162.394,4.0,,,,7.0,1.0,0HYh2bbw7zbKnfVjRVIDVQ,4.0
7407271_C4,The Clash,The Card Cheat,London Calling,Rock,"New Wave, Punk",18,0.477,0.749,-7.378,0.0541,0.0722,8.26e-05,0.053,0.449,143.452,4.0,,,,0.0,1.0,3E1pzieZ3mm0bRjChBcOc0,4.0
7407271_D2,The Clash,Four Horsemen,London Calling,Rock,"New Wave, Punk",15,0.478,0.91,-6.414,0.0934,0.028,0.0,0.453,0.766,141.094,4.0,,,,11.0,1.0,2Tr8HkiWwZQLlenqfN5PPW,4.0
7407271_D4,The Clash,Revolution Rock,London Calling,Rock,"New Wave, Punk",18,0.636,0.707,-9.838,0.149,0.00291,8e-06,0.139,0.857,158.324,4.0,,,,1.0,0.0,2GYlBIwGbI0oPOtljA2Jt4,4.0
7407271_D5,The Clash,Train In Vain,London Calling,Rock,"New Wave, Punk",33,0.768,0.744,-8.474,0.0444,0.111,4.94e-05,0.0863,0.965,122.772,4.0,,,,2.0,1.0,1PohsDevUY2TCKuwWknL29,3.0
11947226_A2,Nas,Hate Me Now,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",0,0.715,0.596,-10.746,0.414,0.00974,3.79e-06,0.445,0.406,90.057,4.0,,,,9.0,0.0,2tZYZhF0nxcoNMEpW8W5I0,2.0
11947226_A3,Nas,Small World,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",34,0.466,0.82,-6.472,0.422,0.00433,1.35e-05,0.215,0.426,168.111,4.0,,,,11.0,0.0,3cpN99CC5ip24BAVLuSZN0,4.0
11947226_A4,Nas,Favor For A Favor,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",34,0.591,0.872,-5.283,0.316,0.0406,0.0,0.282,0.756,92.788,4.0,,,,9.0,1.0,2EZq0KC5q1rMijciOflBaS,3.0
11947226_B1,Nas,We Will Survive,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",30,0.757,0.795,-5.638,0.324,0.182,0.0,0.0916,0.667,97.964,4.0,,,,1.0,1.0,3nl89Cj2A6CZdgZ1DfPcRl,3.0
11947226_B2,Nas,Ghetto Prisoners,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",28,0.586,0.751,-7.87,0.357,0.00455,0.0,0.177,0.539,90.224,4.0,,,,9.0,0.0,1rSS6Y3LWd6c7m2DA7c9Um,6.0
11947226_B4,Nas,I Want To Talk To You,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",26,0.578,0.854,-5.593,0.207,0.0117,0.0,0.0838,0.808,95.917,4.0,,,,1.0,1.0,7d3AtkbX8ys8iUpMZVgWVe,3.0
11947226_C2,Nas,Dr. Knockboot,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",24,0.837,0.75,-4.44,0.362,0.041,0.0,0.0945,0.677,96.077,4.0,,,,2.0,1.0,3lY2M4GVM96uCyNKqKEK5q,3.0
11947226_C3,Nas,Life Is What You Make It,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",37,0.875,0.645,-8.61,0.28,0.000522,0.0,0.0836,0.559,92.046,4.0,,,,8.0,0.0,6vuYXvA0RTP8MOcJV2yYAN,3.0
11947226_C4,Nas,Big Things,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",26,0.57,0.718,-6.898,0.199,0.000355,1.62e-05,0.0857,0.265,82.501,4.0,,,,1.0,1.0,7Iwcr0b2B60o5PT5iEHrAi,6.0
11947226_D1,Nas,Nas Is Like,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",60,0.634,0.845,-5.058,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,4.0,,,,11.0,0.0,3gY6tiCNsuVi6s8kPV6aQg,3.0
11947226_D2,Nas,K-I-SS-I-N-G,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",31,0.761,0.669,-7.104,0.263,0.00294,0.0,0.177,0.546,85.133,4.0,,,,1.0,0.0,1dpUnukOjGOP4CdHJZiPzI,3.0
11947226_D3,Nas,Money Is My Bitch,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",30,0.846,0.546,-4.906,0.304,0.00328,0.0,0.305,0.544,88.106,4.0,,,,10.0,0.0,5TusCkEgWsa6Hg7T42nr9S,3.0
11947226_D4,Nas,Undying Love,I Am...,Hip Hop,"Boom Bap, Conscious, Thug Rap",32,0.808,0.774,-6.006,0.261,0.0946,0.0,0.0937,0.466,92.176,4.0,,,,6.0,0.0,0OtAcALQWU3ASePTpFTFXm,3.0
4390281_A4,Various,Gone Away Blues,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.576,0.296,-10.508,0.0401,0.986,0.906,0.163,0.492,71.469,3.0,,,,10.0,1.0,7LwaGXaXnKsNt5vqhodsgY,5.0
4390281_A5,Various,King Porter Stomp,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.615,0.662,-7.443,0.0473,0.775,0.905,0.233,0.836,106.878,4.0,,,,8.0,1.0,6EXmSUe4soQAMbAZPRSba5,1.0
4390281_A7,Various,When The Saints Go Marching In,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",1,0.635,0.651,-7.749,0.0692,0.516,0.517,0.0935,0.648,95.483,4.0,,,,4.0,0.0,1TgU9UURW96FjEg1qbdGgj,6.0
4390281_B1,Various,Willie The Weeper,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.663,0.189,-11.722,0.148,0.988,0.63,0.0707,0.734,152.736,4.0,,,,7.0,0.0,2ANcVtQ6sgXBeGWiA4cTwo,7.0
4390281_B2,Various,Black Bottom,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.594,0.403,-9.89,0.0523,0.776,0.436,0.0817,0.957,171.405,4.0,,,,7.0,0.0,6EQ5wCAKPeWn16c6RKxjWK,7.0
4390281_B7,Various,Tiger Rag,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.722,0.452,-9.52,0.153,0.988,0.928,0.327,0.97,126.775,4.0,,,,2.0,1.0,5hcxEVQaf91rzlAgxG4neh,2.0
4390281_C4,Various,Frankie And Johnny,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.389,0.449,-9.772,0.0657,0.974,0.397,0.479,0.741,151.995,4.0,,,,10.0,1.0,7mQRc0NSV0z9LFqLTMWwpP,7.0
4390281_D4,Various,Careless Love,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.612,0.457,-8.812,0.0405,0.751,0.956,0.0733,0.821,126.606,4.0,,,,5.0,1.0,72XEv9TV2HzjUbKy25Ph9u,1.0
4390281_D6,Various,Jeepers Creepers,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.627,0.292,-11.33,0.21,0.988,0.00289,0.265,0.626,166.811,4.0,,,,2.0,1.0,4cjzMpEnlZVpBJZnOfk44L,7.0
4390281_E2,Various,St James Infirmary,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.609,0.124,-12.956,0.0702,0.937,0.0836,0.107,0.627,79.012,4.0,,,,3.0,0.0,7Lc61cC1nMKCgaYAx2nGkZ,5.0
4390281_E3,Various,Streamline Train,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.547,0.381,-11.674,0.0351,0.281,0.0,0.118,0.549,117.862,4.0,,,,1.0,1.0,4rps3m5nO9CfIgm4yZYVR2,2.0
4390281_E4,Various,West End Blues,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.66,0.254,-11.815,0.367,0.917,0.716,0.104,0.775,112.511,4.0,,,,3.0,1.0,4CPSVFzWrnhkvlZPHToujJ,2.0
4390281_F4,Various,High Society,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.456,0.823,-8.776,0.208,0.547,0.822,0.0891,0.435,116.23,4.0,,,,7.0,0.0,2k4g4mayxKfldyFB9gt2iP,1.0
4390281_F6,Various,Wrap Your Troubles In Dreams,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",1,0.471,0.137,-24.047,0.119,0.67,0.345,0.104,0.557,172.326,4.0,,,,5.0,0.0,6SGBCNqISGdylv6KMW70c1,0.0
4390281_G2,Various,When Your Lover Has Gone,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.557,0.408,-12.011,0.0427,0.915,0.919,0.176,0.501,124.056,4.0,,,,0.0,1.0,4lKWomW2KeNiE2otiWpG6g,1.0
4390281_G3,Various,Cheek To Cheek,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.549,0.215,-12.119,0.077,0.966,0.0272,0.0976,0.732,177.159,4.0,,,,0.0,1.0,1MUXKUmsIOJaJmS9Iv7WTQ,7.0
4390281_G4,Various,Honeysuckle Rose,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.46,0.393,-19.871,0.06,0.847,0.91,0.108,0.601,119.894,4.0,,,,0.0,1.0,1DapYGekSPuCw8TPBXfGoZ,0.0
4390281_H2,Various,If I Had You,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.464,0.279,-11.924,0.0607,0.985,0.409,0.099,0.779,148.363,4.0,,,,1.0,1.0,534l5k4p3e9gzIrb7YgBDK,7.0
4390281_I1,Various,Bugle Call Rag,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.756,0.55,-9.363,0.0909,0.962,0.909,0.154,0.876,124.091,4.0,,,,3.0,0.0,2Mwlc0lrbFfQBG80zq8JjD,2.0
4390281_I3,Various,Way Down Yonder In New Orleans,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.51,0.764,-11.379,0.0728,0.906,0.116,0.118,0.783,200.818,4.0,,,,5.0,1.0,6q8ARrmwUJD2PPSjWgm8cY,4.0
4390281_K3,Various,Scrapple From The Apple,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.501,0.43,-11.283,0.0399,0.792,0.534,0.939,0.589,124.455,4.0,,,,5.0,1.0,3aB0WwScDZNstPGJwLG0B4,7.0
4390281_K6,Various,My Old Flame,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.41,0.282,-10.669,0.0353,0.991,0.749,0.0862,0.473,116.4,3.0,,,,5.0,0.0,3vEAIJ8XyPvdVpgiaEsrFP,5.0
4390281_L3,Various,Embraceable You,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.458,0.32,-11.966,0.0428,0.984,0.824,0.13,0.286,176.501,3.0,,,,3.0,1.0,3kLKBgkrvNpFuI6GedLJwy,7.0
4390281_L8,Various,A Night In Tunisia,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.57,0.149,-18.732,0.0878,0.895,0.953,0.148,0.492,91.921,4.0,,,,1.0,0.0,0QoXBhAiECaufB0bBaZaQp,0.0
4390281_M6,Various,Somebody Loves Me,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.658,0.329,-15.016,0.0422,0.987,0.209,0.437,0.888,99.013,4.0,,,,8.0,1.0,7dYZNkC4gJGOKRo1mdPbV9,2.0
4390281_T1,Various,How High The Moon,The Jazz Story,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",0,0.275,0.0239,-24.985,0.0319,0.987,0.00143,0.0989,0.0398,83.376,4.0,,,,2.0,1.0,5TIMzNm1VB3EhEOqg5QOLv,0.0
5726711_A1,Guru,Introduction,Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",33,0.609,0.117,-18.915,0.507,0.853,1.9e-06,0.0662,0.549,125.089,5.0,,,,11.0,1.0,2lg1lksPDgFTk2NOJ8bRxv,0.0
5726711_A4,Guru,Transit Ride,Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",40,0.655,0.756,-11.408,0.239,0.0211,0.000292,0.282,0.882,93.026,4.0,,,,6.0,1.0,6B4O8Erp0ZQ1dgE9LBimsA,2.0
5726711_A5,Guru,No Time To Play,Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",44,0.767,0.735,-10.296,0.0456,0.0825,0.0,0.108,0.789,100.014,4.0,,,,2.0,1.0,0pPf7GFLcuqp3Eis5Hm5yw,2.0
5726711_A6,Guru,Down The Backstreets,Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",37,0.498,0.694,-11.291,0.0867,0.489,0.000854,0.365,0.609,78.882,4.0,,,,5.0,0.0,6suhq5IiCkJBCDZ5QebkyE,6.0
5726711_B1,Guru,Respectful Dedications,Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",32,0.6,0.127,-21.492,0.438,0.895,0.000127,0.1,0.529,79.768,4.0,0:54,B Major,1B,11.0,1.0,0uZe4nJIqL0OfPFIZVfIqp,0.0
5726711_B2,Guru,Take A Look (At Yourself),Jazzmatazz (Volume 1),"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",40,0.673,0.62,-10.63,0.051,0.0619,2.9e-06,0.0831,0.783,83.902,4.0,3:59,C♯/D♭ Major,3B,1.0,1.0,4bCU6tEbGHQcEwTC3ny2KY,2.0
