Track_id,Artist,Title,Album,Genre,Style,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Time,Key,Camelot,Spotify_key,Spotify_mode,spotify_id,Cluster
3131749_C7,Stupeflip,La Mort À Pop-Hip,The Hypnoflip Invasion,"Electronic, Hip Hop, Rock, Non-Music, Pop","Abstract, Punk, Hardcore",19,0.477,0.428,-12.858,0.435,0.0435,0.00542,0.322,0.717,131.86,3.0,1:25,C Major,8B,0.0,1.0,4L3WDgp60pd875r5hhlCag,6.0
3131749_D1,Stupeflip,Le Coeur Qui Cogne,The Hypnoflip Invasion,"Electronic, Hip Hop, Rock, Non-Music, Pop","Abstract, Punk, Hardcore",26,0.738,0.815,-4.105,0.0289,0.0078,0.0,0.205,0.727,133.072,4.0,3:56,G#/A♭ Major,4B,8.0,1.0,4bcoXuf9IslEGhyldAaNZt,6.0
3131749_D2,Stupeflip,Keep The Faith,The Hypnoflip Invasion,"Electronic, Hip Hop, Rock, Non-Music, Pop","Abstract, Punk, Hardcore",18,0.715,0.991,-7.376,0.269,0.859,0.0944,0.356,0.0371,98.47,4.0,1:12,G Major,9B,7.0,1.0,3faWqMSgN1ROPs2U7EhSAt,5.0
3131749_D3,Stupeflip,Région Est,The Hypnoflip Invasion,"Electronic, Hip Hop, Rock, Non-Music, Pop","Abstract, Punk, Hardcore",21,0.478,0.916,-5.106,0.0992,0.0334,0.000544,0.116,0.0374,129.049,4.0,11:18,G Minor,6A,7.0,0.0,15koS15rumRhS2eR0YCEyQ,7.0
7576843_A1,The Jimi Hendrix Experience,Exp,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",32,0.409,0.331,-15.47,0.219,0.565,0.00199,0.0896,0.198,56.048,5.0,1:55,C♯/D♭ Major,3B,1.0,1.0,11tIPf6hU1RF5Z3gm2o2rU,4.0
7576843_A2,The Jimi Hendrix Experience,Up From The Skies,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",37,0.659,0.635,-10.569,0.202,0.603,0.0214,0.172,0.413,144.965,4.0,2:57,A#/B♭ Minor,3A,10.0,0.0,4oarDDCWsSnX2WOIRKuQo1,3.0
7576843_A3,The Jimi Hendrix Experience,Spanish Castle Magic,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",45,0.405,0.831,-5.293,0.0671,0.0504,0.0918,0.805,0.805,130.856,5.0,3:03,F Minor,4A,5.0,0.0,2KFE98Iw0X23sf4vJYcbLH,6.0
7576843_A4,The Jimi Hendrix Experience,Wait Until Tomorrow,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",41,0.643,0.697,-7.192,0.0568,0.203,0.00525,0.15,0.824,116.395,4.0,3:02,G#/A♭ Major,4B,8.0,1.0,2YtVzmZzew1ILUdNueyWd7,6.0
7576843_A6,The Jimi Hendrix Experience,Little Wing,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",63,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,4.0,2:25,F#/G♭ Major,2B,6.0,1.0,1Eolhana7nKHYpcYpdVcT5,6.0
7576843_A7,The Jimi Hendrix Experience,If 6 Was 9,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",44,0.39,0.648,-9.789,0.137,0.00428,0.0531,0.689,0.493,103.496,3.0,5:34,G#/A♭ Major,4B,8.0,1.0,0J3CHAStO3pNGTnYnxKZod,4.0
7576843_B2,The Jimi Hendrix Experience,Castles Made Of Sand,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",54,0.461,0.714,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,4.0,2:48,B Minor,10A,11.0,0.0,3qebSLgUwaEqbwCM5sj5Kh,6.0
7576843_B4,The Jimi Hendrix Experience,One Rainy Wish,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",47,0.316,0.756,-6.315,0.1,0.294,0.429,0.351,0.332,165.963,4.0,3:41,G#/A♭ Major,4B,8.0,1.0,5Zyv0v4rPcrXjkaeImuodv,4.0
7576843_B5,The Jimi Hendrix Experience,Little Miss Lover,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",35,0.53,0.916,-5.643,0.081,0.0549,0.000302,0.3,0.905,98.722,4.0,2:21,C♯/D♭ Major,3B,1.0,1.0,4pvY1WQBeAgPGMnWglrWY4,2.0
7576843_B6,The Jimi Hendrix Experience,Bold As Love,Axis: Bold As Love,Rock,"Psychedelic Rock, Blues Rock",49,0.354,0.741,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,4.0,4:11,C♯/D♭ Major,3B,1.0,1.0,0uco0wQkB909zpPlHvu5Cc,1.0
1084128_A,Mr. Oizo,Flat Beat,Flat Beat,Electronic,"Breaks, Techno, Electro",41,0.921,0.418,-11.664,0.589,0.00023,0.261,0.406,0.445,128.986,4.0,5:25,E Minor,9A,4.0,0.0,7GP1ZmPGH1puBliT9S6Fi5,2.0
1084128_B1,Mr. Oizo,Monday Massacre,Flat Beat,Electronic,"Breaks, Techno, Electro",22,0.731,0.438,-10.236,0.0891,0.00253,0.902,0.136,0.355,79.025,4.0,3:33,F#/G♭ Major,2B,6.0,1.0,4OoQhAnEoGXIIX4Tkr100W,1.0
1084128_B2,Mr. Oizo,Sick Dog Try To Speak,Flat Beat,Electronic,"Breaks, Techno, Electro",16,0.917,0.539,-8.399,0.326,5.54e-05,0.719,0.126,0.607,92.037,4.0,3:38,F#/G♭ Minor,11A,6.0,0.0,4T2b6axIvH0jM8hF7CHbCG,1.0
8926894_A,Laurent Garnier,Crispy Bacon (Original Mix),Crispy Bacon (Jeff Mills Remix),Electronic,Techno,36,0.713,0.566,-16.72,0.0732,0.00508,0.788,0.103,0.382,130.092,4.0,5:52,G Major,9B,7.0,1.0,3PQGdUJ9GTKv0EttfvPlii,2.0
7268213_A1,Laurent Garnier,The Man With The Red Face,The Man With The Red Face,Electronic,"Techno, House",29,0.658,0.803,-9.133,0.0387,0.00419,0.936,0.123,0.584,132.003,4.0,3:35,D#/E♭ Major,5B,3.0,1.0,0Yi1kEuM8fsJsj7EQg84GF,1.0
7268213_B1,Laurent Garnier,The Man With The Red Face (Svek Remix),The Man With The Red Face,Electronic,"Techno, House",18,0.802,0.72,-10.314,0.0461,0.00724,0.862,0.0806,0.889,125.046,4.0,4:57,A#/B♭ Minor,3A,10.0,0.0,2txcNfeuMMJfkmsl3XKJ9L,2.0
4180576_A1,St Germain,Deep In It,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",40,0.738,0.483,-16.585,0.0492,0.0377,0.852,0.126,0.0559,121.904,4.0,7:20,A#/B♭ Major,6B,10.0,1.0,1pUb1ZGMdSldjWGo7Nrg17,0.0
4180576_B1,St Germain,Street Scene (4 Shazz) (Jazz-Hop Remix),Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",29,0.852,0.356,-14.858,0.128,0.145,0.81,0.0971,0.516,87.532,4.0,15:46,G#/A♭ Minor,1A,8.0,0.0,6G2Xlo28z2edhOwYCRwFvI,0.0
4180576_B2,St Germain,Easy To Remember,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",29,0.852,0.332,-18.252,0.128,0.013,0.319,0.239,0.183,121.884,4.0,9:40,A#/B♭ Minor,3A,10.0,0.0,1zSCFVn42QFqtq5QGAZOpN,0.0
4180576_C1,St Germain,Sentimental Mood,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",28,0.782,0.121,-18.264,0.155,0.0247,0.000111,0.0904,0.284,122.04,4.0,10:20,C♯/D♭ Major,3B,1.0,1.0,17sGWuVjL4Cedi1mNTzfUv,0.0
4180576_C2,St Germain,What’s New?,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",37,0.648,0.378,-18.467,0.146,0.192,0.24,0.0851,0.104,124.011,4.0,7:45,C Major,8B,0.0,1.0,2sM2I3eZpanOUznJq1QKwz,7.0
4180576_D1,St Germain,Dub Experience II,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",33,0.872,0.196,-18.281,0.11,0.018,0.856,0.0904,0.572,128.9,4.0,3:48,G#/A♭ Minor,1A,8.0,0.0,0HqWXHIUaztVH3KInOODrd,2.0
4180576_D2,St Germain,Forget It,Boulevard (The Complete Series),Electronic,"Downtempo, Deep House, Future Jazz",25,0.681,0.482,-12.375,0.288,0.0379,0.872,0.15,0.275,192.075,4.0,7:57,G Major,9B,7.0,1.0,6ksRwNWJiL9FNUakArRTV6,2.0
14822524_A,New Order,Blue Monday,Blue Monday,Electronic,"Electro, Synth-pop, New Wave",66,0.762,0.651,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,4.0,7:29,C Major,8B,0.0,1.0,6hHc7Pks7wtBIW8Z6A0iFq,6.0
14822524_B,New Order,The Beach,Blue Monday,Electronic,"Electro, Synth-pop, New Wave",27,0.791,0.684,-13.608,0.0746,0.000422,0.879,0.228,0.717,130.416,4.0,7:19,C Major,8B,0.0,1.0,00bG9YPHWnJZTsavUmKzbk,7.0
2676417_A1,Joy Division,Disorder,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",42,0.309,0.813,-7.744,0.131,0.000506,0.735,0.114,0.662,85.095,4.0,3:29,A#/B♭ Minor,3A,10.0,0.0,2WEw8oFZiANQzWdGElO3Mf,7.0
2676417_A2,Joy Division,Day Of The Lords,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.346,0.697,-14.507,0.261,0.217,0.798,0.185,0.321,132.306,4.0,4:31,F Minor,4A,5.0,0.0,6mGaTQp62UFn1TOnAbXGWL,4.0
2676417_A3,Joy Division,Candidate,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.606,0.216,-15.121,0.0385,0.678,0.442,0.463,0.521,129.893,4.0,3:01,D Minor,7A,2.0,0.0,3jxS5K9CeH0NW5wkFxlPtw,6.0
2676417_A4,Joy Division,Insight,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.45,0.983,-4.307,0.0465,0.0425,0.0,0.953,0.555,136.197,4.0,4:01,D Major,10B,2.0,1.0,7aAnrAuRtkUIeBIspnwCei,1.0
2676417_A5,Joy Division,New Dawn Fades,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",32,0.314,0.654,-7.705,0.0457,0.00125,0.876,0.0826,0.313,79.284,4.0,4:47,D Major,10B,2.0,1.0,1mFEg96v1DYOYTfXcDVpd1,6.0
2676417_B2,Joy Division,Shadowplay,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",32,0.387,0.732,-9.167,0.0591,0.0007,0.814,0.126,0.129,145.293,4.0,3:52,A Major,11B,9.0,1.0,74BIp1TJD5FFWgwE05e9So,4.0
2676417_B3,Joy Division,Wilderness,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.297,0.864,-7.679,0.0716,8.51e-06,0.783,0.608,0.351,114.81,4.0,3:02,G Major,9B,7.0,1.0,3RPwngMnja83pVYSrSb5Sd,7.0
2676417_B4,Joy Division,Interzone,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.477,0.782,-7.346,0.0419,0.000126,0.582,0.225,0.746,156.34,4.0,2:17,A Major,11B,9.0,1.0,0JvdoVQUOJwmWJjy3OZvnf,6.0
2676417_B5,Joy Division,I Remember Nothing,Unknown Pleasures,"Electronic, Rock","New Wave, Punk",0,0.398,0.421,-10.528,0.0346,0.0548,0.707,0.114,0.302,144.708,4.0,5:55,A Major,11B,9.0,1.0,6Avx116P4WjRiyZjShkXbn,2.0
2447855_A,Paradise Express,You Set Me On Fire,You Set Me On Fire,Electronic,Disco,8,0.31,0.567,-5.783,0.0323,0.316,0.000414,0.117,0.332,91.647,4.0,3:34,A Minor,8A,9.0,0.0,2k7sGTQuxfvVwMk2F0xfqq,2.0
87694_A1,Sylvester,You Make Me Feel (Mighty Real),Step II,"Electronic, Funk / Soul","Soul, Disco",57,0.629,0.851,-11.182,0.0294,0.0309,0.303,0.0947,0.961,130.7,4.0,6:40,F Minor,4A,5.0,0.0,0RnCUYXa7jhgTXtiMXF2PQ,0.0
87694_A2,Sylvester,Dance (Disco Heat),Step II,"Electronic, Funk / Soul","Soul, Disco",35,0.768,0.79,-10.469,0.0312,0.007,0.186,0.0678,0.956,132.729,4.0,5:55,D#/E♭ Major,5B,3.0,1.0,0z7k9lTYzdTjuT7KmtOr2q,2.0
87694_A3,Sylvester,You Make Me Feel - Epilogue (Mighty Real),Step II,"Electronic, Funk / Soul","Soul, Disco",18,0.538,0.264,-17.314,0.0373,0.935,0.566,0.609,0.293,85.021,3.0,3:29,F Minor,4A,5.0,0.0,4MinlMFRawV1zIny2mN2JD,7.0
87694_B1,Sylvester,Grateful,Step II,"Electronic, Funk / Soul","Soul, Disco",14,0.653,0.711,-10.867,0.0332,0.00508,0.153,0.103,0.923,137.702,4.0,3:37,F Major,7B,5.0,1.0,76g5M5yLsQSqPKVqYH5p4V,5.0
87694_B2,Sylvester,I Took My Strength From You,Step II,"Electronic, Funk / Soul","Soul, Disco",11,0.423,0.451,-13.762,0.0465,0.248,0.0001,0.0817,0.531,148.217,4.0,7:03,A#/B♭ Minor,3A,10.0,0.0,1bkURdcNNajXguv4oPyJtV,0.0
87694_B4,Sylvester,Just You And Me Forever,Step II,"Electronic, Funk / Soul","Soul, Disco",8,0.207,0.288,-13.694,0.0325,0.876,0.172,0.367,0.177,89.748,4.0,4:44,D#/E♭ Major,5B,3.0,1.0,1PTga62KYnc4jPSXHENNYi,2.0
15734481_A1,Various,State Of Mind,Five Years Fckng Serious,Electronic,"Deep Techno, Tech House",0,0.508,0.169,-23.455,0.032,0.701,0.696,0.0809,0.0803,93.743,4.0,6:05,E Minor,9A,4.0,0.0,1RyG6AqwYNCaKFP7WOUx4T,1.0
15734481_B1,Various,Limitless,Five Years Fckng Serious,Electronic,"Deep Techno, Tech House",0,0.859,0.321,-14.029,0.251,0.48,0.0324,0.354,0.43,82.878,4.0,6:19,F Major,7B,5.0,1.0,0slF6WP0CSchKABIpMLC4s,1.0
10096379_A1,Boris Brejcha,Acid Attack,Acid Attack,Electronic,Minimal Techno,13,0.85,0.369,-15.336,0.145,0.000203,0.837,0.0812,0.221,124.988,4.0,7:42,F#/G♭ Major,2B,6.0,1.0,14ZA1Qu5O33YH08TXrEc0l,1.0
10096379_B1,Boris Brejcha,Roadtrip,Acid Attack,Electronic,Minimal Techno,44,0.576,0.386,-12.604,0.061,0.0141,0.92,0.102,0.0375,124.994,4.0,8:13,G Major,9B,7.0,1.0,47ZtIbXcqQt0z3YFmcscDI,1.0
11805841_A1,Viers,Let My Mind Breathe,Let My Mind Breathe EP,Electronic,Techno,10,0.796,0.849,-10.03,0.0673,0.000583,0.724,0.112,0.457,130.0,4.0,7:28,C Major,8B,0.0,1.0,50S808Rq1gLQECXort030Q,1.0
11805841_A2,Viers,Genesis,Let My Mind Breathe EP,Electronic,Techno,1,0.796,0.919,-10.078,0.0719,0.00922,0.896,0.198,0.0315,124.999,4.0,5:43,C Major,8B,0.0,1.0,3tNPIF2xZnoeLZVpmIZLAn,0.0
11805841_B1,Viers,Oyasumi,Let My Mind Breathe EP,Electronic,Techno,0,0.668,0.655,-10.818,0.0425,0.031,0.924,0.123,0.325,130.002,3.0,6:58,B Minor,10A,11.0,0.0,0jnGNLNbMl2sipo4tzeEBc,1.0
11805841_B2,Viers,Data Entry 4590,Let My Mind Breathe EP,Electronic,Techno,0,0.286,0.47,-19.075,0.0494,0.944,0.957,0.096,0.0369,126.844,4.0,4:12,D#/E♭ Minor,2A,3.0,0.0,1iERzzZPMh3GmaEWN2lUXN,1.0
17568280_A1,Wata Igarashi,Balance,New Dawn,Electronic,Techno,6,0.496,0.539,-9.706,0.0339,5.17e-05,0.714,0.144,0.116,132.006,4.0,6:20,C Major,8B,0.0,1.0,3pQxwVmagX6ifnXceDGFDX,1.0
17568280_A2,Wata Igarashi,Cylinder,New Dawn,Electronic,Techno,5,0.779,0.999,-9.736,0.0427,2.23e-05,0.769,0.0979,0.751,131.949,4.0,5:43,B Major,1B,11.0,1.0,0QtWwiirJrt0ubKIo2HNdj,1.0
17568280_B1,Wata Igarashi,New Dawn,New Dawn,Electronic,Techno,12,0.446,0.663,-9.464,0.0485,0.000536,0.862,0.105,0.0364,129.984,4.0,6:22,E Minor,9A,4.0,0.0,7x9ZlNr3Fi9hpHM7G7NSB9,0.0
17568280_B2,Wata Igarashi,Ray,New Dawn,Electronic,Techno,2,0.545,0.978,-8.974,0.0817,1.11e-06,0.863,0.151,0.16,125.0,4.0,5:43,G Major,9B,7.0,1.0,2YSKSvHDgIXYk5OzJMO5h8,1.0
12368534_A1,Unknown Artist,Pete,Pete Dusty,Electronic,"Deep House, Disco, Nu-Disco, Breakbeat",0,0.488,0.0647,-24.659,0.0466,0.981,0.92,0.111,0.275,126.333,4.0,3:31,F#/G♭ Major,2B,6.0,1.0,4CV6wGIz9CAHNOiXTUBIiC,1.0
19767115_A,Unknown Artist,Bette,Bette / Music,Electronic,"Synth-pop, House",0,0.813,0.704,-8.978,0.0695,0.0119,0.909,0.0748,0.381,125.005,4.0,7:12,B Major,1B,11.0,1.0,2G6MhxW8ann0JgXZ8mwG9R,4.0
9250776_A2,The Chemical Brothers,Dig Your Own Hole,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",28,0.676,0.991,-3.431,0.0682,0.0306,0.853,0.226,0.56,135.1,4.0,5:27,A#/B♭ Minor,3A,10.0,0.0,3pa1twfh1McWMyKH3Z5Tvb,6.0
9250776_B1,The Chemical Brothers,Elektrobank,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",35,0.289,0.856,-4.619,0.166,0.00188,0.72,0.499,0.608,167.377,5.0,8:18,D Major,10B,2.0,1.0,5U0ejkfocrFIdZVRsBZoor,4.0
9250776_B2,The Chemical Brothers,Piku,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",25,0.403,0.744,-4.794,0.0549,7.04e-05,0.608,0.0992,0.167,102.999,4.0,4:55,G Major,9B,7.0,1.0,6ELzFMGAvADzJMiArbpfjp,1.0
9250776_B3,The Chemical Brothers,Setting Sun,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",38,0.446,0.995,-1.169,0.223,0.000738,0.13,0.354,0.248,135.041,4.0,5:28,F#/G♭ Major,2B,6.0,1.0,5JBGbFdBtLcCCygw8rtjli,3.0
9250776_C3,The Chemical Brothers,Get Up On It Like This,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",21,0.647,0.998,-2.689,0.0999,0.0834,0.687,0.349,0.527,130.286,4.0,2:46,C♯/D♭ Major,3B,1.0,1.0,78TGVE5MzCnVPDji7FW920,6.0
9250776_D1,The Chemical Brothers,Lost In The K-Hole,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",27,0.692,0.843,-4.799,0.0427,0.00375,0.704,0.555,0.905,109.913,4.0,3:52,C♯/D♭ Major,3B,1.0,1.0,1DjJZd1CYDSUU1ieQMyrVX,6.0
9250776_D2,The Chemical Brothers,Where Do I Begin,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",34,0.472,0.691,-6.58,0.043,0.552,0.554,0.138,0.516,101.61,4.0,6:56,D Major,10B,2.0,1.0,3oSEK4SrwRNkdkAXigagSb,1.0
9250776_D3,The Chemical Brothers,The Private Psychedelic Reel,Dig Your Own Hole,Electronic,"Breakbeat, Techno, Big Beat",32,0.23,0.986,-3.614,0.282,0.0155,0.65,0.218,0.0667,125.026,4.0,9:21,A Major,11B,9.0,1.0,0HSb1M8JyOxD8OiGriSzWL,1.0
1786435_A,Marek Hemmann,Inessa,Gemini EP,Electronic,"House, Tech House",14,0.792,0.563,-10.917,0.0608,0.484,0.872,0.1,0.211,127.034,4.0,8:05,F#/G♭ Minor,11A,6.0,0.0,684x6L6WQIGYq5wq8UK8tG,1.0
1786435_B,Marek Hemmann,Gemini,Gemini EP,Electronic,"House, Tech House",36,0.793,0.637,-11.994,0.093,0.00192,0.796,0.143,0.32,128.001,4.0,9:07,G#/A♭ Major,4B,8.0,1.0,5dwjQsS2ezI4NDnokvK7IM,1.0
12469776_A1,SHDW & Obscure Shape,Die Augen Des Teufels,Die Augen Des Teufels,Electronic,"Techno, Acid",2,0.788,0.969,-6.008,0.0535,0.000552,0.919,0.111,0.0539,135.003,4.0,6:09,C Major,8B,0.0,1.0,0AThHnjHFz6mG399jfhV3e,1.0
12469776_A2,SHDW & Obscure Shape,Wächter Der Nacht,Die Augen Des Teufels,Electronic,"Techno, Acid",13,0.77,0.943,-6.977,0.0844,0.000285,0.938,0.108,0.219,133.99,4.0,5:29,G Major,9B,7.0,1.0,1g0j5TXquH2qkoHzPKQKg7,1.0
12469776_B1,SHDW & Obscure Shape,Die Prophezeiung,Die Augen Des Teufels,Electronic,"Techno, Acid",2,0.777,0.956,-7.872,0.0428,0.00593,0.907,0.108,0.147,131.994,4.0,6:01,F#/G♭ Minor,11A,6.0,0.0,5XAiy5z5AyDkMjPCxfeYG1,1.0
12469776_B2,SHDW & Obscure Shape,Verlorene Seelen,Die Augen Des Teufels,Electronic,"Techno, Acid",3,0.73,0.897,-7.136,0.0603,3.21e-05,0.926,0.105,0.0815,133.992,4.0,6:00,B Minor,10A,11.0,0.0,3qFcxsxGvlr2S8qqlazBSP,2.0
2007092_A,Modeselektor,Art,Art & Cash,Electronic,Electro House,0,0.848,0.00146,-5.186,0.0756,0.663,0.879,0.0911,0.0361,133.049,4.0,1:51,E Minor,9A,4.0,0.0,7yNET6bRUt62Mx9CfVK4PL,2.0
2007092_B,Modeselektor,Cash,Art & Cash,Electronic,Electro House,18,0.869,0.528,-9.76,0.331,0.232,0.00113,0.397,0.263,115.04,4.0,5:25,A#/B♭ Minor,3A,10.0,0.0,2mIatEddi0eekADhlTqbgb,1.0
16483569_A1,Gregory Isaacs,Special Guest,The Best Of Gregory Isaacs,Reggae,Roots Reggae,11,0.914,0.279,-15.924,0.113,0.073,0.000294,0.0552,0.952,132.835,4.0,3:27,G Major,9B,7.0,1.0,0gQyIuG3D1xFvoe3efsWjZ,2.0
16483569_A2,Gregory Isaacs,Willow Tree,The Best Of Gregory Isaacs,Reggae,Roots Reggae,5,0.774,0.607,-6.547,0.0335,0.000993,0.729,0.0559,0.691,139.058,4.0,3:41,G Major,9B,7.0,1.0,6pIDqpP2XUQLmAixZ9A9Lp,3.0
16483569_A3,Gregory Isaacs,Breaking Up,The Best Of Gregory Isaacs,Reggae,Roots Reggae,1,0.658,0.365,-13.577,0.0327,0.0946,0.00101,0.152,0.709,135.443,4.0,3:16,B Major,1B,11.0,1.0,0QBdYJDHoMFEv3S2EUhnMt,2.0
16483569_A5,Gregory Isaacs,My Number One,The Best Of Gregory Isaacs,Reggae,Roots Reggae,26,0.786,0.682,-6.779,0.0507,0.0822,9.1e-05,0.101,0.961,78.325,4.0,3:26,A Minor,8A,9.0,0.0,1odb0NWR1dHvKi34bvgCKM,4.0
16483569_B1,Gregory Isaacs,No Speech,The Best Of Gregory Isaacs,Reggae,Roots Reggae,3,0.732,0.188,-14.336,0.284,0.433,2.39e-05,0.127,0.713,80.207,4.0,4:21,D Major,10B,2.0,1.0,0njDaQhzwGA0ih0RaUPaQ7,2.0
16483569_B2,Gregory Isaacs,Tear Drops,The Best Of Gregory Isaacs,Reggae,Roots Reggae,3,0.794,0.737,-5.883,0.305,0.0308,0.0426,0.0823,0.827,174.917,4.0,3:44,A Major,11B,9.0,1.0,2bhdfg31I5A5iriEFe8WWe,2.0
16483569_B3,Gregory Isaacs,Cool You,The Best Of Gregory Isaacs,Reggae,Roots Reggae,8,0.829,0.29,-16.099,0.0898,0.28,0.0,0.0681,0.923,122.212,4.0,2:57,G#/A♭ Minor,1A,8.0,0.0,0XJK5WGGPFxfeYqfQZPnsC,3.0
16483569_B4,Gregory Isaacs,Freedom,The Best Of Gregory Isaacs,Reggae,Roots Reggae,0,0.895,0.566,-12.539,0.0429,0.694,0.000223,0.0985,0.874,95.431,4.0,3:29,F#/G♭ Minor,11A,6.0,0.0,2wDApktWZQhFHwk92nI5oo,1.0
16483569_B5,Gregory Isaacs,Look Before You Leap,The Best Of Gregory Isaacs,Reggae,Roots Reggae,2,0.811,0.476,-4.548,0.217,0.142,9.82e-06,0.0663,0.523,140.732,4.0,3:06,F Major,7B,5.0,1.0,5HrHPVG7VkxIg3l8EVOWDR,1.0
15339137_A1,Atoem,All Around,Enter The World's Symmetry,Electronic,"Electro, Ambient",12,0.689,0.895,-6.123,0.0422,0.00119,0.859,0.117,0.201,119.983,4.0,4:13,D#/E♭ Major,5B,3.0,1.0,5ThwGPi8SLFMp32I5sdrYI,1.0
15339137_A2,Atoem,The 9th,Enter The World's Symmetry,Electronic,"Electro, Ambient",10,0.56,0.799,-8.085,0.0372,0.00362,0.839,0.363,0.281,110.006,4.0,4:53,A Major,11B,9.0,1.0,7iLIh8K7xcROjNyyoQesNB,1.0
15339137_A3,Atoem,Theoretical Symmetry,Enter The World's Symmetry,Electronic,"Electro, Ambient",10,0.66,0.791,-8.342,0.0578,0.0385,0.88,0.178,0.244,120.022,4.0,4:20,C♯/D♭ Minor,12A,1.0,0.0,6Qiy2E8jP1p1Exu5Q0AiJb,1.0
15339137_B1,Atoem,Particles,Enter The World's Symmetry,Electronic,"Electro, Ambient",28,0.554,0.58,-8.871,0.037,0.00616,0.778,0.228,0.0394,100.003,4.0,7:30,F#/G♭ Minor,11A,6.0,0.0,5in0PRZMyPbiM0Z7ob53br,3.0
15339137_B2,Atoem,Riverside,Enter The World's Symmetry,Electronic,"Electro, Ambient",8,0.66,0.709,-5.657,0.039,0.437,0.864,0.0898,0.113,93.98,4.0,5:44,D Major,10B,2.0,1.0,4JiSqh5kv1APJgjYJ4pqR4,6.0
13440324_A1,Altın Gün,Yolcu,Gece,"Rock, Funk / Soul, Folk, World, & Country","Folk, Psychedelic Rock, Funk",26,0.802,0.648,-9.229,0.0357,0.431,0.182,0.0536,0.914,95.285,4.0,2:38,A#/B♭ Minor,3A,10.0,0.0,2unJdOK6779e7BW7ybDV4L,6.0
13440324_A2,Altın Gün,Vay Dünya,Gece,"Rock, Funk / Soul, Folk, World, & Country","Folk, Psychedelic Rock, Funk",27,0.563,0.782,-8.869,0.0308,0.00154,0.489,0.124,0.731,112.935,4.0,4:18,D Major,10B,2.0,1.0,5CEa5xT5ph1yxLN4qvM8aZ,2.0
13440324_A3,Altın Gün,Leyla,Gece,"Rock, Funk / Soul, Folk, World, & Country","Folk, Psychedelic Rock, Funk",32,0.462,0.753,-9.086,0.0343,0.0136,0.695,0.151,0.858,96.44,4.0,3:17,C♯/D♭ Major,3B,1.0,1.0,5qDfBaLUXEMR2GwsLGQal9,2.0
13440324_A4,Altın Gün,Anlatmam Derdimi,Gece,"Rock, Funk / Soul, Folk, World, & Country","Folk, Psychedelic Rock, Funk",31,0.634,0.507,-11.099,0.0387,0.0384,0.302,0.0841,0.952,150.648,4.0,4:12,A#/B♭ Major,6B,10.0,1.0,5FWvMECg6c1MjiCq3Qhhgp,7.0
13440324_A5,Altın Gün,Şoför Bey,Gece,"Rock, Funk / Soul, Folk, World, & Country","Folk, Psychedelic Rock, Funk",19,0.63,0.53,-13.196,0.193,0.197,0.16,0.319,0.839,138.08,4.0,3:10,G Minor,6A,7.0,0.0,4xbaCyYCYnPv9MhQHdqKKK,4.0
