Track_id,Artist,Title,Album,Genre,Style,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Time,Key,Camelot,Spotify_key,Spotify_mode,spotify_id
19519987_A1,Nicolas Jaar,Être,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",23,0.416,0.324,-26.9,0.316,0.831,0.00803,0.356,0.279,94.212,3,4:49,C Minor,5A,0,0,3uettZ5Hp2cSiwND3Iy8Co
19519987_A2,Nicolas Jaar,Colomb,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",40,0.62,0.152,-19.138,0.195,0.807,0.768,0.744,0.063,158.053,3,3:22,C Minor,5A,0,0,7EN0AF7fQUg6dn4wF758G2
19519987_A3,Nicolas Jaar,Sunflower,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",23,0.329,0.472,-20.199,0.0589,0.903,0.943,0.168,0.336,79.39,5,0:48,G#/A♭ Major,4B,8,1,2Vv7ewreuf1lhZUi6CHczc
19519987_B1,Nicolas Jaar,Too Many Kids Finding Rain In The Dust,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",34,0.741,0.202,-16.849,0.0466,0.871,0.625,0.266,0.278,110.027,4,3:28,E Minor,9A,4,0,2w0P6nUycAwVSQzxaehIzM
19519987_B2,Nicolas Jaar,Keep Me There,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",7,0.837,0.378,-11.063,0.0615,0.15,0.874,0.102,0.317,104.995,4,5:21,D Major,10B,2,1,54XrMtMjRcuFF2mUAHuwKF
19519987_B3,Nicolas Jaar,Problem With The Sun,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",6,0.841,0.116,-18.4,0.0478,0.343,0.827,0.31,0.323,100.016,4,3:52,G#/A♭ Major,4B,8,1,7cY5B7UVLQjKoygggH7Iqo
19519987_C1,Nicolas Jaar,Space Is Only Noise If You Can See,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",38,0.742,0.375,-13.829,0.0482,0.397,0.901,0.0996,0.105,102.023,4,5:42,G Major,9B,7,1,3ZAkfC5Kq7wBg9yTMDdsOc
19519987_C2,Nicolas Jaar,Almost Fell,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",21,0.325,0.416,-20.147,0.0578,0.655,0.785,0.344,0.132,116.955,4,2:32,C Minor,5A,0,0,1F9P1BOto8Eja1Zhe8RdHT
19519987_C3,Nicolas Jaar,Balance Her In Between Your Eyes,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",24,0.28,0.136,-17.123,0.0314,0.612,0.858,0.303,0.0542,95.016,5,3:45,E Minor,9A,4,0,3tJmtFJY9J32UsnZ2eHjpk
19519987_D1,Nicolas Jaar,Specters Of The Future,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",22,0.553,0.513,-11.905,0.173,0.2,0.264,0.266,0.401,77.922,1,1:58,A#/B♭ Major,6B,10,1,0wn6uxi2tliizDqu6SNP0Y
19519987_D2,Nicolas Jaar,Trace,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",0,0.561,0.0707,-20.465,0.162,0.0107,0.874,0.104,0.614,105.595,4,0:23,F#/G♭ Major,2B,6,1,5gTWcDT8ibKwIRCAYq3vWR
19519987_D3,Nicolas Jaar,Variations,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",33,0.779,0.197,-17.923,0.0548,0.495,0.851,0.107,0.0724,108.368,4,3:21,C♯/D♭ Major,3B,1,1,1HWn8EqeMXYvwAsfOrpHO1
19519987_D4,Nicolas Jaar,^tre,Space Is Only Noise,Electronic,"Downtempo, Deep House, Ambient",20,0.365,0.175,-24.104,0.0384,0.886,0.805,0.0748,0.0439,133.897,3,2:56,G#/A♭ Major,4B,8,1,6AlyxLmuYydw8DKVd6W1G5
11836199_A1,Pyotr Ilyich Tchaikovsky,N°1 Marche,La Belle Au Bois Dormant,Classical,Classical,19,0.476,0.191,-18.285,0.0408,0.921,0.676,0.14,0.209,126.139,4,4:46,A Major,11B,9,1,2XMj2yZ4I5KNdF0vwj3zKe
11836199_A3,Pyotr Ilyich Tchaikovsky,N°6 Valse,La Belle Au Bois Dormant,Classical,Classical,55,0.252,0.0578,-26.184,0.0518,0.953,0.0163,0.0721,0.0391,108.013,4,2:21,C♯/D♭ Major,3B,1,1,1BbQIyPnuhVIlJEqPcY3Ug
11836199_A4,Pyotr Ilyich Tchaikovsky,N°7 Scène,La Belle Au Bois Dormant,Classical,Classical,42,0.241,0.099,-26.281,0.0422,0.92,0.934,0.103,0.0986,106.902,4,3:47,A Major,11B,9,1,7hVsNjrvtfXZlzxW5vxsAi
11836199_B1,Pyotr Ilyich Tchaikovsky,N°22 Polacca,La Belle Au Bois Dormant,Classical,Classical,11,0.43,0.367,-15.817,0.0325,0.852,0.0827,0.0726,0.445,102.305,3,4:47,G Major,9B,7,1,6seVxbeBcxXgn9UBMrtA19
11836199_B5,Pyotr Ilyich Tchaikovsky,N°24 Pas De Caractère (Le Chat Botté Et La Chatte Blanche),La Belle Au Bois Dormant,Classical,Classical,0,0.284,0.0151,-27.86,0.04,0.974,0.55,0.0706,0.138,132.323,5,1:58,G Minor,6A,7,0,5MtR8FSC8QfifQ36qvdfPG
11836199_B9,Pyotr Ilyich Tchaikovsky,N°26 Pas De Caractère (Chaperon Rouge Et Le Loup),La Belle Au Bois Dormant,Classical,Classical,0,0.559,0.198,-21.311,0.0386,0.925,0.956,0.226,0.471,112.729,4,1:13,G Minor,6A,7,0,5zpZQSmvxVeWA3lf9RjNwJ
11836199_B13,Pyotr Ilyich Tchaikovsky,N° 30 Finale : Apothéose,La Belle Au Bois Dormant,Classical,Classical,2,0.467,0.266,-12.982,0.0282,0.886,0.938,0.0663,0.367,65.725,4,2:11,G Minor,6A,7,0,3oyqIebWwj13iwYo0F5cZP
6102572_A1,Imagination,In The Heat Of The Night,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",35,0.715,0.491,-11.573,0.0342,0.513,0.0566,0.0506,0.798,85.575,4,5:15,F Minor,4A,5,0,16vObRGAKtbmSLybpEbnch
6102572_A3,Imagination,Music And Lights,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",49,0.775,0.509,-11.356,0.0391,0.55,0.0252,0.0768,0.708,99.972,4,5:22,E Minor,9A,4,0,3kEA66ZM9mCxwhynOxgsLh
6102572_A4,Imagination,All Night Loving,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",22,0.67,0.27,-16.139,0.0328,0.811,0.00403,0.0616,0.289,143.397,4,4:19,B Minor,10A,11,0,2MF0W1n3Tp4I5IDBY0U8Zw
6102572_B1,Imagination,Just An Illusion,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",59,0.752,0.548,-10.532,0.0329,0.295,0.115,0.0582,0.658,105.125,4,6:27,B Minor,10A,11,0,4QT3YKobBj4BI7xCYRLr9u
6102572_B2,Imagination,All I Want To Know,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",18,0.621,0.237,-16.79,0.0307,0.862,0.000523,0.0364,0.26,165.704,4,4:49,A Minor,8A,9,0,353y9vTPpPAreKQJ6y73G4
6102572_B3,Imagination,One More Love,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",16,0.665,0.439,-12.905,0.0328,0.63,0.00608,0.0546,0.61,150.961,4,5:17,F Major,7B,5,1,5Ks1eBaKX8jLm5ZAbSe7Br
6102572_B4,Imagination,Changes,In The Heat Of The Night,"Electronic, Funk / Soul","Synth-pop, Disco",30,0.777,0.566,-11.514,0.0315,0.475,0.00582,0.0539,0.812,112.112,4,5:49,D Minor,7A,2,0,0xWRZHmgpe4iGNnxV96xZj
13451934_A1,Kompromat,Possession,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",36,0.266,0.895,-4.935,0.0765,0.0633,0.927,0.0918,0.0385,141.443,4,3:40,D#/E♭ Major,5B,3,1,1aeiJEhUQTgSn57tJp3eok
13451934_A2,Kompromat,Traum Und Existenz,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",30,0.746,0.514,-7.086,0.054,0.0025,0.326,0.0533,0.193,141.997,4,4:35,F Minor,4A,5,0,2euLGD59928W0y7alwUADp
13451934_A3,Kompromat,Niemand,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",45,0.629,0.64,-6.503,0.0359,0.000922,0.0833,0.467,0.617,119.009,4,4:03,E Major,12B,4,1,0CQ40kUFAc8nymO4ozODzd
13451934_A4,Kompromat,De Mon Âme A Ton Âme,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",43,0.497,0.657,-8.204,0.0503,0.0667,0.513,0.195,0.157,159.907,4,4:25,D Minor,7A,2,0,6a16pkPgPmzWIsxMSRIh5h
13451934_B1,Kompromat,Herztod,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",27,0.516,0.908,-5.299,0.655,0.00496,0.0372,0.0617,0.579,150.34,4,2:41,F#/G♭ Major,2B,6,1,1BA3VEWp0KtBtuQ4pb18g0
13451934_B2,Kompromat,Einfach Da Sein,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",33,0.857,0.506,-4.812,0.0752,0.217,0.869,0.365,0.179,126.998,4,3:56,C♯/D♭ Minor,12A,1,0,5eYBPYjKEFuFPpl9IIHH2t
13451934_B3,Kompromat,Le Goût Des Cendres,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",32,0.495,0.71,-7.893,0.0532,0.0545,0.737,0.335,0.21,99.981,4,6:14,G#/A♭ Major,4B,8,1,4sGI1jQdLTS3kz45gB6Byy
13451934_B5,Kompromat,Das Konterfei,Traum Und Existenz,"Electronic, Pop","Electroclash, Synth-pop",24,0.528,0.348,-12.205,0.0388,0.155,0.167,0.332,0.0631,130.005,3,3:36,E Minor,9A,4,0,6Az1ZLiDt5xpA3uEhYP314
8007143_A1,Ambivalent,Daylights,Daylights,Electronic,Techno,7,0.638,0.927,-10.168,0.0383,0.005,0.92,0.0772,0.65,125.001,3,7:29,C Major,8B,0,1,3oa3mPzJQgbhMYinxRxiUZ
8007143_B1,Ambivalent,Swung Out,Daylights,Electronic,Techno,0,0.71,0.9,-11.672,0.0532,0.0035,0.815,0.138,0.409,127.963,4,6:16,D Major,10B,2,1,0WOLe2V9LmgwuL4LYZ8CHW
12557542_A1,Ilario Alicante,Cocoon,Luce,Electronic,Techno,7,0.606,0.816,-10.694,0.0416,0.00148,0.857,0.0915,0.0558,127.981,4,7:26,B Minor,10A,11,0,79As7G6VmhfKCEuafp8PyW
12557542_A2,Ilario Alicante,Scelta,Luce,Electronic,Techno,3,0.726,0.822,-12.222,0.0537,0.000192,0.926,0.398,0.0425,128.975,4,6:59,G Major,9B,7,1,4601hBWEoUnAKQsNn1izas
12557542_B1,Ilario Alicante,Luce,Luce,Electronic,Techno,4,0.804,0.614,-10.577,0.119,0.00228,0.716,0.135,0.156,126.989,4,7:17,G Major,9B,7,1,0H2xPV7VPmtvdOuLzSu6Mw
12557542_B2,Ilario Alicante,Senza,Luce,Electronic,Techno,1,0.62,0.486,-15.559,0.0391,0.571,0.924,0.238,0.209,124.998,4,7:57,G Major,9B,7,1,6h7RlTStec8HDbymPgy5ee
14173467_A1,Michael Klein,Yuzu,Yuzu,Electronic,Techno,13,0.682,0.937,-10.717,0.0469,0.00201,0.851,0.167,0.358,129.012,5,6:47,B Minor,10A,11,0,3uRlJfW1Dc2E0PZzFhcihr
14173467_B1,Michael Klein,Eureka,Yuzu,Electronic,Techno,2,0.679,0.814,-7.941,0.281,0.00164,0.889,0.218,0.368,129.978,3,5:39,B Major,1B,11,1,6tx5Ppu2Z2zoHbwiSFY6az
14508590_A1,Neil Landstrumm,Sun Universe,Sun Universe,Electronic,Techno,2,0.61,0.782,-7.32,0.0296,1.77e-05,0.897,0.164,0.583,127.991,4,6:36,B Minor,10A,11,0,4pRA3wEVFnFtwAxj5UfSwr
14508590_B1,Neil Landstrumm,Purple,Sun Universe,Electronic,Techno,0,0.801,0.857,-7.276,0.0399,0.00874,0.835,0.0643,0.623,127.993,4,6:11,A#/B♭ Minor,3A,10,0,5HhQczVDh3aslEqnZXaMTB
14508590_B2,Neil Landstrumm,Catnatized,Sun Universe,Electronic,Techno,0,0.802,0.843,-7.697,0.095,0.247,0.819,0.0709,0.918,121.979,4,4:17,C Major,8B,0,1,00BXUVlp5nIayCGlxIHGxK
27314202_A2,Laurent Garnier,Liebe Grüße Aus Cucuron,33 Tours Et Puis S'en Vont,Electronic,Techno,19,0.528,0.755,-11.268,0.04,0.000285,0.849,0.0827,0.215,126.006,4,10:22,G Major,9B,7,1,2aWm2jIf91nByHThBYNppw
27314202_B2,Laurent Garnier,On The Record (Part 3),33 Tours Et Puis S'en Vont,Electronic,Techno,9,0.484,0.787,-8.93,0.0481,0.000738,0.912,0.171,0.363,125.996,4,9:25,G Major,9B,7,1,460MrCqQLcRSdPZeNv7ybO
27314202_C1,Laurent Garnier,Saturn Drive Triplex,33 Tours Et Puis S'en Vont,Electronic,Techno,17,0.49,0.623,-9.16,0.0401,1.44e-05,0.857,0.0933,0.326,126.003,4,9:42,C♯/D♭ Minor,12A,1,0,0cbLfZvX3gUryZrhgN9r4b
27314202_C2,Laurent Garnier,Closer To You,33 Tours Et Puis S'en Vont,Electronic,Techno,10,0.582,0.928,-9.665,0.0376,0.00288,0.875,0.114,0.182,129.0,3,9:07,A#/B♭ Minor,3A,10,0,7M3GfDvree68iC0cc7raGR
27314202_D1,Laurent Garnier,Sake Stars Fever,33 Tours Et Puis S'en Vont,Electronic,Techno,12,0.439,0.844,-10.268,0.0324,4.6e-05,0.943,0.105,0.0395,130.001,4,9:52,E Minor,9A,4,0,0iX3331gU5mg21O31pp1Tg
27314202_D2,Laurent Garnier,Cinq O Clock In Le Matin,33 Tours Et Puis S'en Vont,Electronic,Techno,12,0.581,0.743,-9.697,0.059,0.000202,0.889,0.234,0.294,128.007,4,8:41,C♯/D♭ Major,3B,1,1,2kpsZTVP0iDjvXkLVIcHv8
27314202_E1,Laurent Garnier,In Your Phase,33 Tours Et Puis S'en Vont,Electronic,Techno,21,0.582,0.8,-7.43,0.0355,0.000197,0.821,0.0988,0.339,129.999,4,8:11,C Major,8B,0,1,1rcKAD9qod5u8ot2QRcdB4
27314202_E2,Laurent Garnier,Give Me Some Sulfites,33 Tours Et Puis S'en Vont,Electronic,Techno,14,0.593,0.799,-8.12,0.0581,2.18e-05,0.833,0.091,0.101,129.996,4,10:10,G Major,9B,7,1,1PdWcIAKVgzZgi7xtKv3Pn
27314202_F1,Laurent Garnier,Au Clair De Ta Lune,33 Tours Et Puis S'en Vont,Electronic,Techno,11,0.463,0.759,-10.795,0.0376,0.00091,0.906,0.264,0.225,129.998,3,11:05,G Major,9B,7,1,6r4lzfaHXWLbwlfi3CD7Ce
27314202_F2,Laurent Garnier,Granulator Bordelum,33 Tours Et Puis S'en Vont,Electronic,Techno,9,0.659,0.66,-10.261,0.0447,0.000228,0.902,0.0959,0.646,129.0,4,9:09,A#/B♭ Minor,3A,10,0,2oADbL5HYxSayoYqa27GRO
11285786_A1,Fugees,Red Intro,The Score,Hip Hop,"Pop Rap, Conscious",34,0.618,0.364,-17.524,0.632,0.804,0.0,0.167,0.794,149.662,4,1:51,F Minor,4A,5,0,5Amv02LQjNrMSoOT2L2WmQ
11285786_A2,Fugees,How Many Mics,The Score,Hip Hop,"Pop Rap, Conscious",48,0.796,0.522,-13.346,0.42,0.1,1.19e-05,0.484,0.806,82.895,4,4:28,F#/G♭ Major,2B,6,1,2lOnbK3gm1N6keYkUD3mis
11285786_A3,Fugees,Ready Or Not,The Score,Hip Hop,"Pop Rap, Conscious",67,0.544,0.428,-13.392,0.514,0.245,0.0,0.0899,0.524,89.129,4,3:46,A#/B♭ Minor,3A,10,0,3vZO25GdYuqFrR1kzZADnp
11285786_A4,Fugees,Zealots,The Score,Hip Hop,"Pop Rap, Conscious",51,0.53,0.45,-14.975,0.489,0.196,2.62e-06,0.147,0.339,77.887,4,4:20,F Major,7B,5,1,52PgJoRz30sRQGOGqXYKdX
11285786_A5,Fugees,The Beast,The Score,Hip Hop,"Pop Rap, Conscious",37,0.539,0.486,-15.236,0.751,0.427,0.0,0.497,0.735,78.871,4,5:37,G Minor,6A,7,0,3FFDBbDxnHNZKdQwx2HPjE
11285786_B1,Fugees,Fu-Gee-La,The Score,Hip Hop,"Pop Rap, Conscious",62,0.681,0.505,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,4,4:20,C♯/D♭ Major,3B,1,1,1rJM37Dd4OcSJvzI84yCcP
11285786_B2,Fugees,Family Business,The Score,Hip Hop,"Pop Rap, Conscious",40,0.687,0.545,-14.277,0.388,0.418,0.0,0.784,0.562,90.396,4,5:43,C♯/D♭ Major,3B,1,1,4TGdvA9hBvyoOkuvHNje0M
11285786_B3,Fugees,Killing Me Softly With His Song,The Score,Hip Hop,"Pop Rap, Conscious",73,0.765,0.289,-17.125,0.147,0.0268,1.77e-06,0.562,0.501,92.413,4,4:58,E Minor,9A,4,0,0Q0IVlqMV64kNLlwjPj0Hl
11285786_C1,Fugees,The Score,The Score,Hip Hop,"Pop Rap, Conscious",41,0.845,0.312,-15.843,0.229,0.259,0.0,0.342,0.664,97.002,4,5:02,C♯/D♭ Major,3B,1,1,76ajwhzTiuwL2RcHyIVSiK
11285786_C2,Fugees,The Mask,The Score,Hip Hop,"Pop Rap, Conscious",42,0.782,0.476,-13.373,0.362,0.144,0.0,0.551,0.911,88.472,4,4:50,A#/B♭ Minor,3A,10,0,6T1FGOC96wa0vaZ6qIz8VK
11285786_C3,Fugees,Cowboys,The Score,Hip Hop,"Pop Rap, Conscious",37,0.7,0.4,-14.211,0.258,0.127,0.0,0.331,0.271,89.933,4,5:23,C♯/D♭ Major,3B,1,1,1r2KW9ZKAWbirQfj1G7MDH
11285786_D1,Fugees,"No Woman, No Cry",The Score,Hip Hop,"Pop Rap, Conscious",56,0.846,0.326,-13.909,0.152,0.0134,3.97e-05,0.28,0.367,88.988,4,4:33,C Major,8B,0,1,5bUVHuzQh5mkvMPjUU074i
11285786_D2,Fugees,Manifest / Outro,The Score,Hip Hop,"Pop Rap, Conscious",34,0.761,0.438,-13.994,0.493,0.44,0.0,0.655,0.713,94.617,4,5:59,B Minor,10A,11,0,01Zgtq7fhxX6jEywd2WYrh
6883555_A2,Bob Dylan,Ballad Of Hollis Brown,The Times They Are A-Changin',"Folk, World, & Country",Folk,39,0.683,0.312,-13.588,0.0371,0.912,0.000123,0.0996,0.519,111.468,4,5:02,D#/E♭ Major,5B,3,1,3Si9u9FVlUTcUXVcawnstJ
6883555_A3,Bob Dylan,With God On Our Side,The Times They Are A-Changin',"Folk, World, & Country",Folk,41,0.47,0.222,-12.352,0.041,0.725,0.0,0.22,0.291,116.487,3,7:04,C Major,8B,0,1,5hBOEqqkcQaUgkRhh6EyX4
6883555_A4,Bob Dylan,One Too Many Mornings,The Times They Are A-Changin',"Folk, World, & Country",Folk,47,0.475,0.115,-16.284,0.0339,0.785,0.00794,0.12,0.25,103.753,4,2:37,C Major,8B,0,1,5ATUmaVJWUTTagmPwQLck3
6883555_A5,Bob Dylan,North Country Blues,The Times They Are A-Changin',"Folk, World, & Country",Folk,38,0.626,0.142,-17.197,0.0371,0.958,1.81e-06,0.105,0.604,83.139,1,4:31,A#/B♭ Major,6B,10,1,3cY8cOjaN8Lwi08g9Fpr6D
6883555_B1,Bob Dylan,Only A Pawn In Their Game,The Times They Are A-Changin',"Folk, World, & Country",Folk,38,0.571,0.207,-12.472,0.0442,0.816,0.0,0.121,0.649,86.395,3,3:29,A Major,11B,9,1,6lib77q4koq52srysevRfT
6883555_B2,Bob Dylan,Boots Of Spanish Leather,The Times They Are A-Changin',"Folk, World, & Country",Folk,50,0.615,0.114,-17.285,0.0357,0.926,4e-06,0.166,0.401,101.189,4,4:37,G#/A♭ Major,4B,8,1,6QHYEZlm9wyfXfEM1vSu1P
6883555_B3,Bob Dylan,When The Ship Comes In,The Times They Are A-Changin',"Folk, World, & Country",Folk,42,0.58,0.421,-9.161,0.0315,0.867,0.0,0.205,0.347,114.725,4,3:14,D Major,10B,2,1,7hMhO4oenpVkVaM5bNkEbz
6883555_B4,Bob Dylan,The Lonesome Death Of Hattie Carroll,The Times They Are A-Changin',"Folk, World, & Country",Folk,39,0.523,0.177,-12.411,0.0395,0.884,0.0,0.276,0.236,140.116,3,5:45,E Major,12B,4,1,6j1fiAG1NFBqPDRfJY19Yv
6883555_B5,Bob Dylan,Restless Farewell,The Times They Are A-Changin',"Folk, World, & Country",Folk,35,0.48,0.122,-15.867,0.035,0.898,0.0,0.102,0.284,101.611,4,5:32,E Major,12B,4,1,1LGmxVTktSQBIpKPymNrWl
2306941_A1,Bob Dylan,Tangled Up In Blue,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",58,0.421,0.661,-13.126,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,4,5:41,A Major,11B,9,1,6Vcwr9tb3ZLO63F8DL8cqu
2306941_A2,Bob Dylan,Simple Twist Of Fate,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",53,0.409,0.264,-16.273,0.0363,0.665,0.00016,0.102,0.355,137.16,4,4:16,E Major,12B,4,1,3wAX3qn53iQUFE84hpfeen
2306941_A4,Bob Dylan,Idiot Wind,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",44,0.431,0.543,-12.507,0.0488,0.354,8.98e-05,0.106,0.619,157.384,4,7:47,G Major,9B,7,1,1nbGN4N63uCQq0pCIs3kIf
2306941_B1,Bob Dylan,Meet Me In The Morning,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",48,0.555,0.467,-14.698,0.0443,0.0809,0.000983,0.0707,0.591,145.268,4,4:18,A Major,11B,9,1,53ygARQf1f30Z0EmXPHWGT
2306941_B2,Bob Dylan,"Lily, Rosemary And The Jack Of Hearts",Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",42,0.457,0.665,-13.722,0.0821,0.414,0.0,0.0948,0.667,126.33,4,8:51,D Major,10B,2,1,4MKun9QQhoapVvhp2uxJif
2306941_B3,Bob Dylan,"If You See Her, Say Hello",Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",45,0.383,0.224,-16.99,0.0274,0.768,0.0,0.087,0.466,102.94,4,4:48,D Major,10B,2,1,3xNO6JUk9ySYjxuqzcZYRB
2306941_B4,Bob Dylan,Shelter From The Storm,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",56,0.486,0.241,-17.337,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,4,5:01,E Major,12B,4,1,3y4Uza6K58JXQ7RYya8ZI5
2306941_B5,Bob Dylan,Buckets Of Rain,Blood On The Tracks,Rock,"Folk Rock, Acoustic, Ballad",49,0.514,0.234,-18.245,0.0328,0.539,0.00254,0.109,0.454,173.644,4,3:23,E Major,12B,4,1,5eVjE8FDSDXQLSbTZSA5Qv
572159_A1,The Emotions,Best Of My Love,Rejoice,Funk / Soul,Soul,66,0.784,0.713,-6.865,0.0339,0.447,0.14,0.0904,0.97,115.443,4,3:40,C Major,8B,0,1,2M2WJ7gBlcKNxdhyfPp9zY
572159_A2,The Emotions,A Feeling Is,Rejoice,Funk / Soul,Soul,24,0.621,0.559,-9.34,0.0933,0.827,0.532,0.171,0.914,140.495,4,3:36,C Major,8B,0,1,36IJNS7w1ICgZZsviBD2R7
572159_A3,The Emotions,A Long Way To Go,Rejoice,Funk / Soul,Soul,12,0.63,0.691,-8.361,0.0386,0.448,0.0178,0.105,0.847,132.836,4,3:48,D#/E♭ Minor,2A,3,0,3OzyBzB3cTci2zKwNb2aU2
572159_A4,The Emotions,Key To My Heart,Rejoice,Funk / Soul,Soul,22,0.474,0.444,-10.53,0.0643,0.923,0.00505,0.0972,0.374,98.573,3,5:20,F Minor,4A,5,0,4DAdHl6YXtpbVPAZB2TNkz
572159_B3,The Emotions,Blessed,Rejoice,Funk / Soul,Soul,22,0.582,0.598,-8.979,0.0474,0.55,0.0187,0.126,0.775,84.205,4,4:38,G Minor,6A,7,0,7C1dy234jk0AiaKJs07Cze
572159_B4,The Emotions,Rejoice,Rejoice,Funk / Soul,Soul,14,0.529,0.868,-8.65,0.0485,0.226,0.286,0.678,0.947,112.675,4,5:21,B Minor,10A,11,0,06FK2for2Sbdsobk7DjCz9
1608644_A1,Téléphone,Anna,Téléphone,Rock,"Classic Rock, Rock & Roll",10,0.494,0.907,-4.557,0.0895,0.0929,0.0094,0.105,0.405,134.71,4,3:02,G Major,9B,7,1,4MZuwFQpC1haafCsuvN6wa
1608644_A2,Téléphone,Sur La Route,Téléphone,Rock,"Classic Rock, Rock & Roll",16,0.27,0.773,-6.51,0.0534,0.0137,0.198,0.157,0.262,144.989,4,4:03,D Major,10B,2,1,2ozyFquYOcMPVOhQf2Bjdk
1608644_A3,Téléphone,Dans Ton Lit,Téléphone,Rock,"Classic Rock, Rock & Roll",8,0.445,0.799,-4.152,0.0322,0.019,0.000617,0.343,0.604,82.059,4,3:30,A Major,11B,9,1,7GSZOLGzxNy4W0dIVo3Dr1
1608644_A4,Téléphone,Le Vaudou (Est Toujours Debout),Téléphone,Rock,"Classic Rock, Rock & Roll",14,0.48,0.923,-3.975,0.135,0.00758,7.06e-05,0.185,0.811,160.777,4,2:15,G Major,9B,7,1,1exGQ8g4qtZkPHoWR4gKIV
1608644_A5,Téléphone,Téléphomme,Téléphone,Rock,"Classic Rock, Rock & Roll",15,0.365,0.72,-5.801,0.0532,0.0104,0.000109,0.081,0.198,119.571,4,4:38,D Major,10B,2,1,7foD3oonWUWckaj1Qagh5p
1608644_B1,Téléphone,Hygiaphone,Téléphone,Rock,"Classic Rock, Rock & Roll",31,0.39,0.762,-12.293,0.0607,0.00985,3.93e-05,0.294,0.692,169.258,4,2:54,A Major,11B,9,1,3O6Hqq7ol3CgsEqlobDMRH
1608644_B3,Téléphone,Prends Ce Que Tu Veux,Téléphone,Rock,"Classic Rock, Rock & Roll",13,0.425,0.956,-4.302,0.0918,0.00267,0.0,0.531,0.467,144.202,4,3:23,C Major,8B,0,1,3aykEuAoTzwepfW6u8nKoy
1608644_B4,Téléphone,Flipper,Téléphone,Rock,"Classic Rock, Rock & Roll",22,0.556,0.553,-6.058,0.029,0.225,4.41e-06,0.0963,0.68,94.235,4,6:05,A Major,11B,9,1,4BjTcYGHnEjw93NR0F0sWE
8803566_A1,Johnny Cash,Hey Porter,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,47,0.814,0.54,-9.534,0.0386,0.795,0.00057,0.106,0.901,120.646,4,2:14,C Major,8B,0,1,4I1HdMmTo3gh01CWwmMMMh
8803566_A2,Johnny Cash,"Cry, Cry, Cry",The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,51,0.874,0.49,-9.033,0.0625,0.725,7.56e-05,0.106,0.9,103.649,4,2:26,F Major,7B,5,1,0i0kLLNXBnX31p1vWb69jr
8803566_A3,Johnny Cash,I Walk The Line,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,62,0.862,0.484,-11.183,0.0421,0.798,0.00105,0.105,0.787,105.834,4,2:43,A#/B♭ Major,6B,10,1,6uya0AiJA1Avd4DY2XFlVm
8803566_A4,Johnny Cash,Get Rhythm,The Essential Johnny Cash,"Rock, Folk, World, & Country",Country Rock,55,0.904,0.534,-9.003,0.0649,0.675,0.0,0.231,0.949,110.84,4,2:12,F Major,7B,5,1,2aq1oBnP7Q176mZw5P6eUk
