,album_id,artist,album,track_id,title,spotify_id
1417,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_D2-1,Stage Announcements,
1418,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E1,Volunteers,
1419,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-1,Max Yasgur,
1420,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-2,Medley: Dance To The Music,
1421,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-3,Music Lover,
1422,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-4,I Want To Take You Higher,
1423,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E3,Rainbows All Over Your Blues,
1424,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_F1,Love March,
1426,2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_F2-2,Purple Haze & Instrumental Solo,
1440,3999209,Various,Ma 6-T Va Crack-er,3999209_B2,Ma Té-Ci Va Ké-Kra,
1450,379677,The Producers,Hard You,379677_B2,Cowie,
1478,15702697,Boys Noize,Mvinline,15702697_B1,Mvinline Svn,
1479,15702697,Boys Noize,Mvinline,15702697_B2,Tomfvm,
1488,1779143,Giuseppe Verdi,Requiem,1779143_A1,No 1 Requiem,
1492,1779143,Giuseppe Verdi,Requiem,1779143_Ba,Quid Sum Miser Tunc Dicturus,
1498,1779143,Giuseppe Verdi,Requiem,1779143_C1,No3 Offertorio,
1499,1779143,Giuseppe Verdi,Requiem,1779143_C2,No 4 Sanctus,
1501,1779143,Giuseppe Verdi,Requiem,1779143_D1, No 6 Lux Eterna,
1502,1779143,Giuseppe Verdi,Requiem,1779143_D2,No 7 Libera Me,
1507,11449081,Fritz Kalkbrenner,Drown ,11449081_B2,Down,
1516,439617,Vitalic,OK Cowboy,439617_A2,Poney Part 1,
1522,439617,Vitalic,OK Cowboy,439617_C2,Poney Part 2,
1543,1545053,Puppetmastaz,The Takeover,1545053_A3,So Scandalous,
1544,1545053,Puppetmastaz,The Takeover,1545053_A4,Mephistopheles,
1545,1545053,Puppetmastaz,The Takeover,1545053_A5,Skit 1 The Hypeconcept,
1546,1545053,Puppetmastaz,The Takeover,1545053_A6,Reservoir Foxin,
1547,1545053,Puppetmastaz,The Takeover,1545053_B1,Spellbound Room 18,
1548,1545053,Puppetmastaz,The Takeover,1545053_B2,Exercize,
1549,1545053,Puppetmastaz,The Takeover,1545053_B3,Tropical Feed,
1550,1545053,Puppetmastaz,The Takeover,1545053_B4,Animals,
1551,1545053,Puppetmastaz,The Takeover,1545053_B5,Skit 2 The Speech,
1552,1545053,Puppetmastaz,The Takeover,1545053_C1,Grown To The Max,
1553,1545053,Puppetmastaz,The Takeover,1545053_C2,Permission To Freak,
1554,1545053,Puppetmastaz,The Takeover,1545053_C3,Skit 3 Quadrupel,
1555,1545053,Puppetmastaz,The Takeover,1545053_C4,We Get On It,
1556,1545053,Puppetmastaz,The Takeover,1545053_C5,Primeministaz Of Puppetry,
1557,1545053,Puppetmastaz,The Takeover,1545053_C6,Skit 4 For The Mega Malocko Plus Unit,
1558,1545053,Puppetmastaz,The Takeover,1545053_D1,Boots On The Ground,
1559,1545053,Puppetmastaz,The Takeover,1545053_D2,Hallucinate,
1560,1545053,Puppetmastaz,The Takeover,1545053_D3,Puppets On The Moon,
1561,1545053,Puppetmastaz,The Takeover,1545053_D4,Skit 5 Maloke On The Keyboard,
1562,1545053,Puppetmastaz,The Takeover,1545053_D5,Meet The Fablez,
1565,5299414,Jean-Michel Jarre,Equinoxe,5299414_A3,Equinoxe Part 3,
1568,5299414,Jean-Michel Jarre,Equinoxe,5299414_B2,Equinoxe Part 6,
1569,5299414,Jean-Michel Jarre,Equinoxe,5299414_B3,Equinoxe Part 7,
1570,5299414,Jean-Michel Jarre,Equinoxe,5299414_B4,Equinoxe Part 8,
1571,8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A,Introduction,
1575,8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A4,Hard Trials And Great Tribulations,
1577,8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A6,Only Believe,
1581,8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B6,When The Saints... Go Mzrching In,
1582,8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B7,Final,
1584,1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A3,Black Brown And White,
